1 	 2.448271e-04 
2 	 2.480308e-04 
3 	 2.514182e-04 
4 	 2.549156e-04 
5 	 2.584521e-04 
6 	 2.619718e-04 
7 	 2.654349e-04 
8 	 2.688139e-04 
9 	 2.720905e-04 
10 	 2.752515e-04 
11 	 2.782883e-04 
12 	 2.811957e-04 
13 	 2.839718e-04 
14 	 2.866160e-04 
15 	 2.891281e-04 
16 	 2.915081e-04 
17 	 2.937563e-04 
18 	 2.958718e-04 
19 	 2.978522e-04 
20 	 2.996937e-04 
21 	 3.013924e-04 
22 	 3.029452e-04 
23 	 3.043493e-04 
24 	 3.056016e-04 
25 	 3.066986e-04 
26 	 3.076375e-04 
27 	 3.084145e-04 
28 	 3.090218e-04 
29 	 3.094458e-04 
30 	 3.096695e-04 
31 	 3.096785e-04 
32 	 3.094664e-04 
33 	 3.090360e-04 
34 	 3.083965e-04 
35 	 3.075562e-04 
36 	 3.065167e-04 
37 	 3.052745e-04 
38 	 3.038245e-04 
39 	 3.021625e-04 
40 	 3.002862e-04 
41 	 2.981939e-04 
42 	 2.958850e-04 
43 	 2.933601e-04 
44 	 2.906218e-04 
45 	 2.876758e-04 
46 	 2.845359e-04 
47 	 2.812313e-04 
48 	 2.778140e-04 
49 	 2.743611e-04 
50 	 2.709692e-04 
51 	 2.677388e-04 
