1 	 -2.254153e-09 
2 	 -1.150869e-09 
3 	 -1.764778e-10 
4 	 3.878280e-10 
5 	 4.924052e-10 
6 	 2.442790e-10 
7 	 -2.071096e-10 
8 	 -7.294352e-10 
9 	 -1.226659e-09 
10 	 -1.637047e-09 
11 	 -1.918290e-09 
12 	 -2.032787e-09 
13 	 -1.941435e-09 
14 	 -1.606429e-09 
15 	 -9.929279e-10 
16 	 -6.963024e-11 
17 	 1.183921e-09 
18 	 2.764313e-09 
19 	 4.636048e-09 
20 	 6.740566e-09 
21 	 9.019913e-09 
22 	 1.143624e-08 
23 	 1.397389e-08 
24 	 1.662771e-08 
25 	 1.938479e-08 
26 	 2.219928e-08 
27 	 2.495299e-08 
28 	 2.741291e-08 
29 	 2.923733e-08 
30 	 3.007144e-08 
31 	 2.969986e-08 
32 	 2.816797e-08 
33 	 2.580345e-08 
34 	 2.311196e-08 
35 	 2.059790e-08 
36 	 1.861536e-08 
37 	 1.732599e-08 
38 	 1.674374e-08 
39 	 1.679454e-08 
40 	 1.736223e-08 
41 	 1.831251e-08 
42 	 1.949549e-08 
43 	 2.073400e-08 
44 	 2.180674e-08 
45 	 2.244144e-08 
46 	 2.234043e-08 
47 	 2.124754e-08 
48 	 1.902856e-08 
49 	 1.575562e-08 
50 	 1.182485e-08 
51 	 7.999390e-09 
