1 	 1.427356e-08 
2 	 1.393059e-08 
3 	 1.357286e-08 
4 	 1.320207e-08 
5 	 1.286551e-08 
6 	 1.258470e-08 
7 	 1.236283e-08 
8 	 1.224874e-08 
9 	 1.225255e-08 
10 	 1.229740e-08 
11 	 1.235757e-08 
12 	 1.251442e-08 
13 	 1.276604e-08 
14 	 1.304455e-08 
15 	 1.339426e-08 
16 	 1.389135e-08 
17 	 1.458331e-08 
18 	 1.550794e-08 
19 	 1.667384e-08 
20 	 1.794569e-08 
21 	 1.912643e-08 
22 	 2.020081e-08 
23 	 2.126651e-08 
24 	 2.235600e-08 
25 	 2.347610e-08 
26 	 2.473034e-08 
27 	 2.637761e-08 
28 	 2.864355e-08 
29 	 3.114257e-08 
30 	 3.281077e-08 
31 	 3.276398e-08 
32 	 3.089026e-08 
33 	 2.782209e-08 
34 	 2.489096e-08 
35 	 2.302536e-08 
36 	 2.215630e-08 
37 	 2.192929e-08 
38 	 2.208376e-08 
39 	 2.244260e-08 
40 	 2.291037e-08 
41 	 2.346230e-08 
42 	 2.412904e-08 
43 	 2.495975e-08 
44 	 2.596895e-08 
45 	 2.704415e-08 
46 	 2.783583e-08 
47 	 2.778879e-08 
48 	 2.680844e-08 
49 	 2.555168e-08 
50 	 2.470946e-08 
51 	 2.446299e-08 
